filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
cam1_2019-11-20_15_183-20191120154216-01.jpg,140369,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1536,""y"":198,""width"":61,""height"":100}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_15_183-20191120154216-01.jpg,140369,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1558,""y"":261,""width"":89,""height"":75}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-12-03_00_897-20191203003414-00.jpg,212622,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":1405,""y"":623,""width"":96,""height"":70}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-12-03_00_897-20191203003414-00.jpg,212622,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":1617,""y"":641,""width"":149,""height"":60}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,0,"{""name"":""rect"",""x"":595,""y"":263,""width"":54,""height"":70}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,1,"{""name"":""rect"",""x"":388,""y"":428,""width"":57,""height"":71}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,2,"{""name"":""rect"",""x"":1859,""y"":466,""width"":53,""height"":101}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,3,"{""name"":""rect"",""x"":1781,""y"":109,""width"":98,""height"":80}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,4,"{""name"":""rect"",""x"":1652,""y"":190,""width"":71,""height"":77}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,5,"{""name"":""rect"",""x"":990,""y"":783,""width"":67,""height"":63}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,6,"{""name"":""rect"",""x"":1264,""y"":754,""width"":49,""height"":71}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,7,"{""name"":""rect"",""x"":1544,""y"":594,""width"":73,""height"":60}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,8,"{""name"":""rect"",""x"":1592,""y"":623,""width"":58,""height"":46}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,9,"{""name"":""rect"",""x"":1601,""y"":669,""width"":66,""height"":38}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,10,"{""name"":""rect"",""x"":1641,""y"":685,""width"":48,""height"":71}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,11,"{""name"":""rect"",""x"":1619,""y"":704,""width"":27,""height"":56}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,12,"{""name"":""rect"",""x"":1560,""y"":708,""width"":58,""height"":51}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,13,"{""name"":""rect"",""x"":1467,""y"":692,""width"":61,""height"":44}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,14,"{""name"":""rect"",""x"":1502,""y"":736,""width"":52,""height"":33}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,15,"{""name"":""rect"",""x"":1455,""y"":733,""width"":51,""height"":44}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,16,"{""name"":""rect"",""x"":1501,""y"":765,""width"":51,""height"":41}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_125-20191120104956-00.jpg,178535,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",18,17,"{""name"":""rect"",""x"":1549,""y"":761,""width"":57,""height"":43}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""rect"",""x"":461,""y"":44,""width"":52,""height"":92}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""rect"",""x"":433,""y"":114,""width"":56,""height"":42}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""rect"",""x"":296,""y"":62,""width"":52,""height"":47}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""rect"",""x"":583,""y"":479,""width"":39,""height"":66}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""rect"",""x"":534,""y"":609,""width"":43,""height"":52}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""rect"",""x"":109,""y"":837,""width"":95,""height"":53}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""rect"",""x"":1565,""y"":13,""width"":67,""height"":67}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""rect"",""x"":1753,""y"":381,""width"":62,""height"":95}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118124509-02.jpg,79890,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""rect"",""x"":1606,""y"":963,""width"":48,""height"":67}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""rect"",""x"":521,""y"":38,""width"":81,""height"":57}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":60,""y"":851,""width"":47,""height"":61}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":252,""y"":724,""width"":70,""height"":33}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":274,""y"":760,""width"":54,""height"":34}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":1013,""y"":693,""width"":66,""height"":60}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":1854,""y"":393,""width"":43,""height"":81}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_16_34-20191118162035-02.jpg,129596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":1836,""y"":491,""width"":60,""height"":66}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,0,"{""name"":""rect"",""x"":6,""y"":168,""width"":63,""height"":86}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,1,"{""name"":""rect"",""x"":401,""y"":299,""width"":53,""height"":89}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,2,"{""name"":""rect"",""x"":1325,""y"":5,""width"":82,""height"":47}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,3,"{""name"":""rect"",""x"":1626,""y"":20,""width"":57,""height"":94}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,4,"{""name"":""rect"",""x"":1608,""y"":399,""width"":60,""height"":70}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,5,"{""name"":""rect"",""x"":1468,""y"":461,""width"":75,""height"":63}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,6,"{""name"":""rect"",""x"":1408,""y"":485,""width"":49,""height"":81}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-19_14_113-20191119140127-01.jpg,178792,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,7,"{""name"":""rect"",""x"":676,""y"":6,""width"":29,""height"":75}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-23_11_401-20191123111550-00.jpg,174394,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":602,""y"":214,""width"":43,""height"":46}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-23_11_401-20191123111550-00.jpg,174394,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":893,""y"":351,""width"":70,""height"":85}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":195,""y"":5,""width"":56,""height"":70}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":224,""y"":494,""width"":54,""height"":70}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""rect"",""x"":305,""y"":773,""width"":60,""height"":57}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""rect"",""x"":1802,""y"":542,""width"":48,""height"":57}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""rect"",""x"":1546,""y"":1026,""width"":51,""height"":43}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_15_34-20191118153431-01.jpg,79715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""rect"",""x"":1716,""y"":1046,""width"":37,""height"":33}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,0,"{""name"":""rect"",""x"":11,""y"":593,""width"":52,""height"":61}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,1,"{""name"":""rect"",""x"":85,""y"":798,""width"":42,""height"":66}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,2,"{""name"":""rect"",""x"":1147,""y"":703,""width"":63,""height"":60}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,3,"{""name"":""rect"",""x"":1217,""y"":783,""width"":49,""height"":67}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,4,"{""name"":""rect"",""x"":1311,""y"":812,""width"":77,""height"":48}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,5,"{""name"":""rect"",""x"":1532,""y"":3,""width"":57,""height"":53}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,6,"{""name"":""rect"",""x"":1784,""y"":149,""width"":62,""height"":80}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,7,"{""name"":""rect"",""x"":1501,""y"":493,""width"":32,""height"":52}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,8,"{""name"":""rect"",""x"":1348,""y"":694,""width"":47,""height"":68}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,9,"{""name"":""rect"",""x"":1437,""y"":661,""width"":80,""height"":65}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,10,"{""name"":""rect"",""x"":1479,""y"":721,""width"":48,""height"":56}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,11,"{""name"":""rect"",""x"":1538,""y"":698,""width"":41,""height"":33}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,12,"{""name"":""rect"",""x"":1545,""y"":669,""width"":68,""height"":39}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-20_10_123-20191120101339-00.jpg,178206,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,13,"{""name"":""rect"",""x"":1562,""y"":724,""width"":42,""height"":57}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,0,"{""name"":""rect"",""x"":488,""y"":518,""width"":37,""height"":68}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,1,"{""name"":""rect"",""x"":546,""y"":641,""width"":62,""height"":43}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,2,"{""name"":""rect"",""x"":647,""y"":933,""width"":48,""height"":53}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,3,"{""name"":""rect"",""x"":945,""y"":666,""width"":38,""height"":61}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,4,"{""name"":""rect"",""x"":1064,""y"":842,""width"":38,""height"":65}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,5,"{""name"":""rect"",""x"":1771,""y"":733,""width"":42,""height"":68}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-18_12_34-20191118125727-00.jpg,79271,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",7,6,"{""name"":""rect"",""x"":1740,""y"":822,""width"":56,""height"":56}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-22_10_273-20191122102509-00.jpg,150992,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":90,""y"":722,""width"":48,""height"":51}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
cam1_2019-11-22_10_273-20191122102509-00.jpg,150992,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":876,""y"":68,""width"":76,""height"":54}","{""name"":""not_defined"",""type"":""cricket"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
